query,index,score,tmdbId,title,overview,map,matches_theme,theme
What are some movies about ice hockey?,movie,0.6617268323898315,1224359,Vanilla Ice Cream,"Varun and Komal meet in collage, fall in love and decide to marry despite their unsupportive families. It's about togetherness, standing between right and wrong, woman value, freedom and besides how small misunderstandings creates a space within the loved once and family.","{'title': 'Vanilla Ice Cream', 'overview': ""Varun and Komal meet in collage, fall in love and decide to marry despite their unsupportive families. It's about togetherness, standing between right and wrong, woman value, freedom and besides how small misunderstandings creates a space within the loved once and family."", 'question': 'What are some movies about ice hockey?'}",no,
What are some movies about ice hockey?,movie,0.6615008115768433,1236055,The Icy Fang,"One wintry evening, two students are busy studying in a library when one of them notices his possessions appearing in books and disappearing from reality.","{'title': 'The Icy Fang', 'overview': 'One wintry evening, two students are busy studying in a library when one of them notices his possessions appearing in books and disappearing from reality.', 'question': 'What are some movies about ice hockey?'}",no,
What are some movies about ice hockey?,movie,0.661260187625885,1256311,The Godfrey Project,"A movie about a boy trying to fall in love, and all that gets in the way.","{'title': 'The Godfrey Project', 'overview': 'A movie about a boy trying to fall in love, and all that gets in the way.', 'question': 'What are some movies about ice hockey?'}",no,
What are some movies about ice hockey?,movie,0.6611443758010864,1226919,Carl Barron: Skating Rink for Flies,"Filmed Live from the Palais Theatre in Melbourne, join Carl for his fifth special, “Skating Rink For Flies” as he ponders things we all think about, but never mention. Important things like, plastic bags, peanut butter, and the emotions of an ant. Voted number one live comedian by the Australian Public. Another ninety minutes of funny stories from a bloke with a funny head. What more could you ask for?","{'title': 'Carl Barron: Skating Rink for Flies', 'overview': 'Filmed Live from the Palais Theatre in Melbourne, join Carl for his fifth special, “Skating Rink For Flies” as he ponders things we all think about, but never mention. Important things like, plastic bags, peanut butter, and the emotions of an ant. Voted number one live comedian by the Australian Public. Another ninety minutes of funny stories from a bloke with a funny head. What more could you ask for?', 'question': 'What are some movies about ice hockey?'}",no,
What are some movies about ice hockey?,movie,0.6611098647117615,1244272,Downhill,A video-book chronicling a degenerate group of dudes and their skiing/gambling trip during winter break.,"{'title': 'Downhill', 'overview': 'A video-book chronicling a degenerate group of dudes and their skiing/gambling trip during winter break.', 'question': 'What are some movies about ice hockey?'}",no,
What are some movies about ice hockey?,movie,0.6610077619552612,1240030,2024 NHL All-Star Skills,"A revamped format featuring 12 NHL All-Stars competing in eight events, with the winner taking home $1 million.  From Scotiabank Arena in Toronto.","{'title': '2024 NHL All-Star Skills', 'overview': 'A revamped format featuring 12 NHL All-Stars competing in eight events, with the winner taking home $1 million.  From Scotiabank Arena in Toronto.', 'question': 'What are some movies about ice hockey?'}",no,
What are some movies about ice hockey?,movie,0.6605600714683533,1211417,Sparks,"Brothers Pak Wai and Chin Fan have totally different personalities. Pak Wai is a positive, diligent leader of an ice hockey team. Even when facing strong opponents Tin Shing, he believes that passion and hard work can lead them to victory. Chin Fan hates his elder brother’s eagerness and feels that he can never be as skillful as him. When Pak Wai dies in an accident, Chin Fan and Pak Wai’s girlfriend Yu are dispirited. They share memories of Pak Wai to keep each other going. Meanwhile, Team Sparks, once led by Pak Wai, falls apart. While selling Pak Wai’s ice hockey equipment, Chin Fan meets Bean, an optimistic girl who inspires him to regroup Team Sparks. He restores the ice-skating rink and resumes the business. When the team meets their old rival Tin Shing and his team Storm, they feel powerless. However, they also realize that passion brings about a determination to achieve their goal. They vow to defeat their rivals and head towards the professional championship.","{'title': 'Sparks', 'overview': 'Brothers Pak Wai and Chin Fan have totally different personalities. Pak Wai is a positive, diligent leader of an ice hockey team. Even when facing strong opponents Tin Shing, he believes that passion and hard work can lead them to victory. Chin Fan hates his elder brother’s eagerness and feels that he can never be as skillful as him. When Pak Wai dies in an accident, Chin Fan and Pak Wai’s girlfriend Yu are dispirited. They share memories of Pak Wai to keep each other going. Meanwhile, Team Sparks, once led by Pak Wai, falls apart. While selling Pak Wai’s ice hockey equipment, Chin Fan meets Bean, an optimistic girl who inspires him to regroup Team Sparks. He restores the ice-skating rink and resumes the business. When the team meets their old rival Tin Shing and his team Storm, they feel powerless. However, they also realize that passion brings about a determination to achieve their goal. They vow to defeat their rivals and head towards the professional championship.', 'question': 'What are some movies about ice hockey?'}",no,
What are some movies about ice hockey?,movie,0.66036456823349,1186611,Mountain Man,"In this sharp animation, a mountain man battles an antagonist made of stone amidst a harsh winter landscape. Good thing he’s a skilled skier.","{'title': 'Mountain Man', 'overview': 'In this sharp animation, a mountain man battles an antagonist made of stone amidst a harsh winter landscape. Good thing he’s a skilled skier.', 'question': 'What are some movies about ice hockey?'}",no,
What are some movies about ice hockey?,movie,0.6593705415725708,1205231,This Able Man,An observational documentary about players of wheelchair basketball.,"{'title': 'This Able Man', 'overview': 'An observational documentary about players of wheelchair basketball.', 'question': 'What are some movies about ice hockey?'}",no,
What are some movies about ice hockey?,movie,0.6591655611991882,1221131,Lake Effect,"Lake Effect is a two-year Michigan ski film highlighting the joys of backyard adventure and the shifting perspective of Mike King, a professional skier who for a decade has only sought adventure from the peaks of mountain tops in the far reaches of the West. In 2020 when Covid encouraged lockdowns & travel restrictions, Mike's life on the road came to a screeching halt. This abrupt change inspired Mike to take the hurdle as an opportunity to rediscover the unique, untapped terrain, ski culture, and the people thriving right here in his home state of Michigan. Throughout filming Lake Effect Mike realized you don't need to travel far to have an epic adventure. Rather some creativity, curiosity, and the willingness to walk out the door to the abundance that starts right in our backyards.","{'title': 'Lake Effect', 'overview': ""Lake Effect is a two-year Michigan ski film highlighting the joys of backyard adventure and the shifting perspective of Mike King, a professional skier who for a decade has only sought adventure from the peaks of mountain tops in the far reaches of the West. In 2020 when Covid encouraged lockdowns & travel restrictions, Mike's life on the road came to a screeching halt. This abrupt change inspired Mike to take the hurdle as an opportunity to rediscover the unique, untapped terrain, ski culture, and the people thriving right here in his home state of Michigan. Throughout filming Lake Effect Mike realized you don't need to travel far to have an epic adventure. Rather some creativity, curiosity, and the willingness to walk out the door to the abundance that starts right in our backyards."", 'question': 'What are some movies about ice hockey?'}",no,
What are some movies about baseball?,movie,0.7384718656539917,1184443,Thunder Rolls! The World of Blind Baseball,"How can individuals who are blind and visually impaired play baseball? This documentary tells the story of how this is possible. When the rules of a game are changed, appropriate technologies are applied, and opportunities are opened, individuals with disabilities can play competitive sports at Olympic levels. Combines a thriller sports story with an educational message. Dramatic action centers on the quest of the Indy Thunder team to win their second World Championship. The film follows the team members and their coach, Darnell Booker, as they come together as a family. It reveals a nuanced world that involves the full range of accomplishments and engagements of the individuals portrayed. A spirited, humanistic, sports story operating on many levels of entertainment and social significance.","{'title': 'Thunder Rolls! The World of Blind Baseball', 'overview': 'How can individuals who are blind and visually impaired play baseball? This documentary tells the story of how this is possible. When the rules of a game are changed, appropriate technologies are applied, and opportunities are opened, individuals with disabilities can play competitive sports at Olympic levels. Combines a thriller sports story with an educational message. Dramatic action centers on the quest of the Indy Thunder team to win their second World Championship. The film follows the team members and their coach, Darnell Booker, as they come together as a family. It reveals a nuanced world that involves the full range of accomplishments and engagements of the individuals portrayed. A spirited, humanistic, sports story operating on many levels of entertainment and social significance.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.7363907694816589,1181126,Young Again,"A college baseball drama involving double identity, self deception, and steroid abuse.","{'title': 'Young Again', 'overview': 'A college baseball drama involving double identity, self deception, and steroid abuse.', 'question': 'What are some movies about baseball?'}",yes,
What are some movies about baseball?,movie,0.7353804707527161,1193603,Shohei Ohtani: Beyond the Dream,"This film is an intimate and moving cinematic record of Shohei Ohtani's journey to MLB stardom.  A faithful portrait of his talent development and battle with injuries, and his unique mindset to become a superstar ballplayer breaking all the barriers of race, language, discipline, and culture.","{'title': 'Shohei Ohtani: Beyond the Dream', 'overview': ""This film is an intimate and moving cinematic record of Shohei Ohtani's journey to MLB stardom.  A faithful portrait of his talent development and battle with injuries, and his unique mindset to become a superstar ballplayer breaking all the barriers of race, language, discipline, and culture."", 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.7148309350013733,1180113,Monster Under The River,A little boy trying to beat a monster.  A baseball team captain trying to win a game.  Perhaps ...they're the same thing.,"{'title': 'Monster Under The River', 'overview': ""A little boy trying to beat a monster.  A baseball team captain trying to win a game.  Perhaps ...they're the same thing."", 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6955182552337646,1163023,Indoor Baseball,Noel works at an indoor baseball facility with her father where her day-to-day existence is overshadowed by the curse of her family’s lineage: every family member must hit 100 baseballs everyday or the love of their life will die.,"{'title': 'Indoor Baseball', 'overview': 'Noel works at an indoor baseball facility with her father where her day-to-day existence is overshadowed by the curse of her family’s lineage: every family member must hit 100 baseballs everyday or the love of their life will die.', 'question': 'What are some movies about baseball?'}",yes,
What are some movies about baseball?,movie,0.6899335980415344,1187086,The Astros Edge,"FRONTLINE examines the Houston Astros cheating scandal and what it says about baseball today. With reporter Ben Reiter, the documentary traces the making of one of the best teams and worst scandals in modern Major League Baseball history, the limited accountability and how the Astros’ approach to baseball changed the sport.","{'title': 'The Astros Edge', 'overview': 'FRONTLINE examines the Houston Astros cheating scandal and what it says about baseball today. With reporter Ben Reiter, the documentary traces the making of one of the best teams and worst scandals in modern Major League Baseball history, the limited accountability and how the Astros’ approach to baseball changed the sport.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6794939041137695,1225172,unDEFILED,"Struggling with an endless cycle of family-destroying addiction and shame, an aging Mitch Jennings finally gets his shot at professional baseball. But, taking that chance will mean turning his back on a team secret so terrible that it may cost a sex-trafficked young girl her life.","{'title': 'unDEFILED', 'overview': 'Struggling with an endless cycle of family-destroying addiction and shame, an aging Mitch Jennings finally gets his shot at professional baseball. But, taking that chance will mean turning his back on a team secret so terrible that it may cost a sex-trafficked young girl her life.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6759604811668396,1236258,Why Movies?,Movie that tries to answer the century old question - why do we love movies?,"{'title': 'Why Movies?', 'overview': 'Movie that tries to answer the century old question - why do we love movies?', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6759365797042847,1256311,The Godfrey Project,"A movie about a boy trying to fall in love, and all that gets in the way.","{'title': 'The Godfrey Project', 'overview': 'A movie about a boy trying to fall in love, and all that gets in the way.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.67255038022995,1174873,Carson Bigbee: The Pirate of America's Pastime,"In a time when America was on the brink of modernization, Carson ""Skeeter"" Bigbee emerged from rural Oregon to become an embodiment of national transformation. Born to working parents in 1895, Bigbee’s life as a multi-sport athlete, a baseball star with the Pittsburgh Pirates, a World War I enlistee, and a World Series hero, intersected with America's Progressive Era, the electrification of society, the First World War, and the onset of the Great Depression. His story, from hitting the decisive run in the 1925 World Series to managing in the American Girls Professional Baseball League, is a poignant reflection of ambition, patriotism, and the resilient spirit of an ever-changing nation in the early 20th Century.","{'title': ""Carson Bigbee: The Pirate of America's Pastime"", 'overview': 'In a time when America was on the brink of modernization, Carson ""Skeeter"" Bigbee emerged from rural Oregon to become an embodiment of national transformation. Born to working parents in 1895, Bigbee’s life as a multi-sport athlete, a baseball star with the Pittsburgh Pirates, a World War I enlistee, and a World Series hero, intersected with America\'s Progressive Era, the electrification of society, the First World War, and the onset of the Great Depression. His story, from hitting the decisive run in the 1925 World Series to managing in the American Girls Professional Baseball League, is a poignant reflection of ambition, patriotism, and the resilient spirit of an ever-changing nation in the early 20th Century.', 'question': 'What are some movies about baseball?'}",yes,
What are some movies about baseball?,movie,0.6708987951278687,1225599,Made in Massachusetts: 100 Years of Filmmaking in the Bay State,"An epic 3+ hour chronology of scenes from over 200 films and television shows shot in Massachusetts between 1922 and 2022. Highlighting recognizable locales from Martha’s Vineyard to Harvard Square to Great Barrington, along with bygone landmarks and Boston streets, and featuring James Cagney, Tony Curtis, Elizabeth Taylor, Luciano Pavarotti, Harrison Ford, and all the Afflecks and Wahlbergs you can handle.","{'title': 'Made in Massachusetts: 100 Years of Filmmaking in the Bay State', 'overview': 'An epic 3+ hour chronology of scenes from over 200 films and television shows shot in Massachusetts between 1922 and 2022. Highlighting recognizable locales from Martha’s Vineyard to Harvard Square to Great Barrington, along with bygone landmarks and Boston streets, and featuring James Cagney, Tony Curtis, Elizabeth Taylor, Luciano Pavarotti, Harrison Ford, and all the Afflecks and Wahlbergs you can handle.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6676249504089355,1193661,GROUNDED.,"""GROUNDED"" is an uplifting sports drama that follows the journey of Tricky (played by Tristian Self), a gifted basketball player whose career takes a drastic turn after a malicious attack by a rival team. Six months later, Tricky returns to the court, fueled by an unwavering determination to reclaim his former glory. However, this path to redemption forces him to confront his own limitations and step far beyond his comfort zone.  CLASS TASK PROMT: Short Film with No Dialogue 🤫🚫🔈","{'title': 'GROUNDED.', 'overview': '""GROUNDED"" is an uplifting sports drama that follows the journey of Tricky (played by Tristian Self), a gifted basketball player whose career takes a drastic turn after a malicious attack by a rival team. Six months later, Tricky returns to the court, fueled by an unwavering determination to reclaim his former glory. However, this path to redemption forces him to confront his own limitations and step far beyond his comfort zone.  CLASS TASK PROMT: Short Film with No Dialogue 🤫🚫🔈', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6665127277374268,1221748,Movie (Choke),Movie (Choke),"{'title': 'Movie (Choke)', 'overview': 'Movie (Choke)', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6661632657051086,1230097,Blue Star,The captains of two rival village cricket teams must put their longstanding grudge aside in order to take on the bullies threatening their right to play.,"{'title': 'Blue Star', 'overview': 'The captains of two rival village cricket teams must put their longstanding grudge aside in order to take on the bullies threatening their right to play.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6655725240707397,1194185,Squatch Junkies,Squatch Junkies a movie about Bigfoot getting a hold of meth and moonshine and going wild.,"{'title': 'Squatch Junkies', 'overview': 'Squatch Junkies a movie about Bigfoot getting a hold of meth and moonshine and going wild.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6652291417121887,1249465,Humbly Super Famous,A movie about me and Back to the Future.,"{'title': 'Humbly Super Famous', 'overview': 'A movie about me and Back to the Future.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6650646328926086,1202892,Groundbreakers,"Celebrate 50 years of female excellence in sports through the eyes of athletes who changed the system. Hosted by tennis legend and activist Billie Jean King, the film weaves together stories of eight icons to discuss how their own struggles and achievements shaped women’s sports. Features Naomi Osaka, Jackie Joyner-Kersee, Chloe Kim, Nancy Lieberman, Suni Lee, Julie Foudy and Diana Flores.","{'title': 'Groundbreakers', 'overview': 'Celebrate 50 years of female excellence in sports through the eyes of athletes who changed the system. Hosted by tennis legend and activist Billie Jean King, the film weaves together stories of eight icons to discuss how their own struggles and achievements shaped women’s sports. Features Naomi Osaka, Jackie Joyner-Kersee, Chloe Kim, Nancy Lieberman, Suni Lee, Julie Foudy and Diana Flores.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6625196933746338,1223954,Iceman: A George Gervin Story,"Spotlighting NBA and San Antonio Spurs legend George Gervin, the documentary focuses on Iceman's influence on the game, inspiring his peers and future generations of players.","{'title': 'Iceman: A George Gervin Story', 'overview': ""Spotlighting NBA and San Antonio Spurs legend George Gervin, the documentary focuses on Iceman's influence on the game, inspiring his peers and future generations of players."", 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6619671583175659,1116588,The Movie Man,"What does a man do who has dedicated over 70 years of his life to live in the world of movies when that whole world suddenly shuts down? When film productions stop and cinemas are closing. In this new restricted world of his, he spends his time going through his rich film archive and calls directors and actors around the whole world: Isabella Rossellini, John Sayles, Oliver Assayas and many more. A film about the film's ability to travel into other worlds and give us the strength to endure our own difficult existence.","{'title': 'The Movie Man', 'overview': ""What does a man do who has dedicated over 70 years of his life to live in the world of movies when that whole world suddenly shuts down? When film productions stop and cinemas are closing. In this new restricted world of his, he spends his time going through his rich film archive and calls directors and actors around the whole world: Isabella Rossellini, John Sayles, Oliver Assayas and many more. A film about the film's ability to travel into other worlds and give us the strength to endure our own difficult existence."", 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6605260968208313,1209116,A Movie With No Views On Letterboxd,A guy researches how to publish a movie onto TMDB,"{'title': 'A Movie With No Views On Letterboxd', 'overview': 'A guy researches how to publish a movie onto TMDB', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6593371629714966,1208217,Joe,"The movie revolves around the emotional roller coaster of love, laughter, friendships and heartbreaks in Joe`s life.","{'title': 'Joe', 'overview': 'The movie revolves around the emotional roller coaster of love, laughter, friendships and heartbreaks in Joe`s life.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6585738658905029,1221791,Holiday Heist,"Genre:  - Die Hard (the comedy movie) at LACHSA  Required Elements:  ﻿﻿﻿- Henry and Judah must do the tail bonding thing from Avatar  ﻿﻿﻿- Fiona must play Thanos  ﻿﻿﻿- Gideon (played by Teddy or Otis) must be the antagonist  - ﻿﻿﻿First draft must be done entirely using popcorn writing (per sentence)  ﻿﻿﻿- One character must be eating french fries in each scene  - ﻿﻿﻿In one shot, every character must wear heels  - ﻿﻿﻿Ace as the Joker must be included  - ﻿﻿﻿Obrow in space  Required lines of dialogue:  - ""It's a cow farm. You're gonna see cows outside."" (has to be said like the guy in Barnyard)  - ""We're sorry sophomores"" (must be said by Gideon in baby voice)  Required song:  - Someone must perform Adam Sandler Hanukkah Song  - One original song  Additional rules:  - Every freshman must appear on screen at least once  - Every freshman must have at least one line  - No one outside of the class or department can work on the film unless its a required element","{'title': 'Holiday Heist', 'overview': 'Genre:  - Die Hard (the comedy movie) at LACHSA  Required Elements:  \ufeff\ufeff\ufeff- Henry and Judah must do the tail bonding thing from Avatar  \ufeff\ufeff\ufeff- Fiona must play Thanos  \ufeff\ufeff\ufeff- Gideon (played by Teddy or Otis) must be the antagonist  - \ufeff\ufeff\ufeffFirst draft must be done entirely using popcorn writing (per sentence)  \ufeff\ufeff\ufeff- One character must be eating french fries in each scene  - \ufeff\ufeff\ufeffIn one shot, every character must wear heels  - \ufeff\ufeff\ufeffAce as the Joker must be included  - \ufeff\ufeff\ufeffObrow in space  Required lines of dialogue:  - ""It\'s a cow farm. You\'re gonna see cows outside."" (has to be said like the guy in Barnyard)  - ""We\'re sorry sophomores"" (must be said by Gideon in baby voice)  Required song:  - Someone must perform Adam Sandler Hanukkah Song  - One original song  Additional rules:  - Every freshman must appear on screen at least once  - Every freshman must have at least one line  - No one outside of the class or department can work on the film unless its a required element', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6581624746322632,1237514,Below the Rim,Allen James is on top of the world when it all comes crashing down. He's forced to take his son and girl to live with his mother. With limited choices and nowhere to turn he finds himself in the midst of a drug ring and a street-ball war to survive.,"{'title': 'Below the Rim', 'overview': ""Allen James is on top of the world when it all comes crashing down. He's forced to take his son and girl to live with his mother. With limited choices and nowhere to turn he finds himself in the midst of a drug ring and a street-ball war to survive."", 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6573483943939209,1179507,Kanashimi,"Haunted by grief, the loss of his father and the mounting pressure of becoming a father himself, Adam finds a mysterious baseball glove on the beach. In attempting to track down the owner, he learns of his unlikely connection to a stranger across the world in Japan, a stranger he has more in common with than he ever realized.","{'title': 'Kanashimi', 'overview': 'Haunted by grief, the loss of his father and the mounting pressure of becoming a father himself, Adam finds a mysterious baseball glove on the beach. In attempting to track down the owner, he learns of his unlikely connection to a stranger across the world in Japan, a stranger he has more in common with than he ever realized.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.657058596611023,1192760,Ashes of Roses,"This movie is about loving things that are embarrassing and people who are inappropriate. It’s an essay film reflection on popular trash, football parties, older men, adolescent desire and the outrageous yet mundane humiliations of being a teenage girl in the 1980s. With sound design by Kevin T. Allen and performance cameos by filmmakers Roger Beebe and Jason Livingston.","{'title': 'Ashes of Roses', 'overview': 'This movie is about loving things that are embarrassing and people who are inappropriate. It’s an essay film reflection on popular trash, football parties, older men, adolescent desire and the outrageous yet mundane humiliations of being a teenage girl in the 1980s. With sound design by Kevin T. Allen and performance cameos by filmmakers Roger Beebe and Jason Livingston.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6568156480789185,1241950,Samurai Japan: The Story Behind the WBC Clean Sweep,"Samurai Japan won the 2023 World Baseball Classic for the first time in 14 years, and went all the way to the final undefeated. In addition to the never-before-seen footage of the team, the film also includes interviews with Manager Hideki Kuriyama, players, coaches, and team staff. What is the truth behind the glory and the suffering of the people involved?","{'title': 'Samurai Japan: The Story Behind the WBC Clean Sweep', 'overview': 'Samurai Japan won the 2023 World Baseball Classic for the first time in 14 years, and went all the way to the final undefeated. In addition to the never-before-seen footage of the team, the film also includes interviews with Manager Hideki Kuriyama, players, coaches, and team staff. What is the truth behind the glory and the suffering of the people involved?', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6557778120040894,1196615,Left Brain,Movie Details,"{'title': 'Left Brain', 'overview': 'Movie Details', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6556437015533447,1181645,The Hurler: A Campion's Tale,"When Ireland's most notorious amateur sports star becomes the first man in history to fail a test for PEDs, he agrees to coach the country's worst team in order to try and rebuild his shattered reputation.","{'title': ""The Hurler: A Campion's Tale"", 'overview': ""When Ireland's most notorious amateur sports star becomes the first man in history to fail a test for PEDs, he agrees to coach the country's worst team in order to try and rebuild his shattered reputation."", 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6550638675689697,1233812,Because They Believed,Documentary containing interviews of athletic trailblazers that were the first to break through racial barriers to participate in professional sports.,"{'title': 'Because They Believed', 'overview': 'Documentary containing interviews of athletic trailblazers that were the first to break through racial barriers to participate in professional sports.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6549261212348938,1176283,Mailman,"Mailman is a short dramatic film depicting a day when a perceived racial slight, a misidentification of aggression, and a fatal shooting alter the lives of the participants forever. It is set in East–of–the–Park, Northwest D.C.","{'title': 'Mailman', 'overview': 'Mailman is a short dramatic film depicting a day when a perceived racial slight, a misidentification of aggression, and a fatal shooting alter the lives of the participants forever. It is set in East–of–the–Park, Northwest D.C.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6548436880111694,1201730,The Boyz,"A gripping coming-of-age film that follows a group of teenagers as they navigate the challenges of growing up and chasing their dreams in a tough world. As they navigate the complexities of adolescence, the boys find themselves confronted with a variety of obstacles, from family problems and peer pressure to poverty and violence. Some turn to music as a means of expression, others are tempted by the allure of fast money and easy thrills, flirting with a life of crime. But no matter what path they choose, they are united by a deep-seated desire to succeed and find their place in the world.","{'title': 'The Boyz', 'overview': 'A gripping coming-of-age film that follows a group of teenagers as they navigate the challenges of growing up and chasing their dreams in a tough world. As they navigate the complexities of adolescence, the boys find themselves confronted with a variety of obstacles, from family problems and peer pressure to poverty and violence. Some turn to music as a means of expression, others are tempted by the allure of fast money and easy thrills, flirting with a life of crime. But no matter what path they choose, they are united by a deep-seated desire to succeed and find their place in the world.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6547629833221436,1156427,Smashing Pumpkins,"When a baseball team’s hazing ritual goes wrong, they accidentally send an evil figure on a blood path after an innocent victim of their choosing.","{'title': 'Smashing Pumpkins', 'overview': 'When a baseball team’s hazing ritual goes wrong, they accidentally send an evil figure on a blood path after an innocent victim of their choosing.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6537994742393494,1181223,The Many Worlds of George Goodman,"A high school baseball coach struggles to get back home to his family after being attacked by his alternate self, hailing from another dimension, and sent to a parallel world.","{'title': 'The Many Worlds of George Goodman', 'overview': 'A high school baseball coach struggles to get back home to his family after being attacked by his alternate self, hailing from another dimension, and sent to a parallel world.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6534969210624695,979660,Freaky Tales,"In 1987 Oakland, a mysterious force guides The Town’s underdogs in four interconnected tales: teen punks defend their turf against Nazi skinheads, a rap duo battles for hip-hop immortality, a weary henchman gets a shot at redemption, and an NBA All-Star settles the score.","{'title': 'Freaky Tales', 'overview': 'In 1987 Oakland, a mysterious force guides The Town’s underdogs in four interconnected tales: teen punks defend their turf against Nazi skinheads, a rap duo battles for hip-hop immortality, a weary henchman gets a shot at redemption, and an NBA All-Star settles the score.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6532337665557861,1171583,Butchy's Big Pitch,"A depiction of one of many commercial pitches by Nick Prueher's downstairs neighbor, Butchy.","{'title': ""Butchy's Big Pitch"", 'overview': ""A depiction of one of many commercial pitches by Nick Prueher's downstairs neighbor, Butchy."", 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6526578664779663,1074313,Falling in Love Like in Movies,A film adaptation writer wants to secretly write his first original screenplay about his true story of falling in love with someone who has recently become a widow.,"{'title': 'Falling in Love Like in Movies', 'overview': 'A film adaptation writer wants to secretly write his first original screenplay about his true story of falling in love with someone who has recently become a widow.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6523234844207764,1222973,Sole: The Movie,"It's Sole's opening day and Eddie is trying to keep his family, friends, and the cops in line while trying to figure out if and where his Dad stashed the cash.","{'title': 'Sole: The Movie', 'overview': ""It's Sole's opening day and Eddie is trying to keep his family, friends, and the cops in line while trying to figure out if and where his Dad stashed the cash."", 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6520931720733643,1169498,Bowlhead,A compulsively passionate bowler resorts to nefarious ways to improve his game.,"{'title': 'Bowlhead', 'overview': 'A compulsively passionate bowler resorts to nefarious ways to improve his game.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6519225835800171,1159647,Fuggeddaboutitt,"A documentary film crew follows director Ray Martin as he embarks on his 9th film shoot, starring real-life mobster Tony Clams in the lead role. Unfortunately for Ray, Tony Clams has his own agenda. Show business and reality collide as the film crew slowly realize they're trapped in a real life mob hit, and the only way out may be a body bag.","{'title': 'Fuggeddaboutitt', 'overview': ""A documentary film crew follows director Ray Martin as he embarks on his 9th film shoot, starring real-life mobster Tony Clams in the lead role. Unfortunately for Ray, Tony Clams has his own agenda. Show business and reality collide as the film crew slowly realize they're trapped in a real life mob hit, and the only way out may be a body bag."", 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6515235304832458,787282,Beyond: The Motion Picture,"In the wake of an interstellar conflict, two brothers are separated. In a race against time the older brother, Javon, must confront great powers beyond his own world, in order to find his brother again.","{'title': 'Beyond: The Motion Picture', 'overview': 'In the wake of an interstellar conflict, two brothers are separated. In a race against time the older brother, Javon, must confront great powers beyond his own world, in order to find his brother again.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6511880159378052,1250104,Swing Bout,"Set backstage at a major boxing event, a young boxer is plunged into a tumultuous journey from the dressing room to her ring walk in a night of deceit, betrayal, and life-altering decisions.","{'title': 'Swing Bout', 'overview': 'Set backstage at a major boxing event, a young boxer is plunged into a tumultuous journey from the dressing room to her ring walk in a night of deceit, betrayal, and life-altering decisions.', 'question': 'What are some movies about baseball?'}",no,
What are some movies about baseball?,movie,0.6508010625839233,1181583,Ethan the Roid Junkie,A high school student named Ethan begins to abuse steroids after being bullied.,"{'title': 'Ethan the Roid Junkie', 'overview': 'A high school student named Ethan begins to abuse steroids after being bullied.', 'question': 'What are some movies about baseball?'}",no,
